k,q,mode,run,iterations,patterns,sequences_per_pattern,sequence_length,bases,elapsed_ns,ns_per_base,checksum
6,2,all,8,2,256,512,150,39321600,31665000,0.805282593,9583102
6,3,all,8,2,256,512,150,39321600,19999708,0.508618876,9583102
6,4,all,8,3,256,512,150,58982400,29872625,0.506466760,14374653
6,5,all,8,2,256,512,150,39321600,29524083,0.750836258,9583102
6,6,all,8,1,256,512,150,19660800,29975125,1.524613698,4791551
6,1,all,8,1,256,512,150,19660800,22867417,1.163096975,4791551
6,2,all,9,2,256,512,150,39321600,31789292,0.808443502,9583102
6,6,all,9,1,256,512,150,19660800,29898458,1.520714213,4791551
6,3,all,9,2,256,512,150,39321600,19972500,0.507926941,9583102
6,1,all,9,1,256,512,150,19660800,23001083,1.169895579,4791551
6,5,all,9,2,256,512,150,39321600,29689084,0.755032450,9583102
6,4,all,9,3,256,512,150,58982400,30027958,0.509100308,14374653
6,1,all,10,1,256,512,150,19660800,22730875,1.156152089,4791551
6,2,all,10,2,256,512,150,39321600,32122083,0.816906815,9583102
6,6,all,10,1,256,512,150,19660800,30397291,1.546086171,4791551
6,3,all,10,2,256,512,150,39321600,20499250,0.521322886,9583102
6,5,all,10,2,256,512,150,39321600,30195375,0.767908096,9583102
6,4,all,10,3,256,512,150,58982400,30495042,0.517019348,14374653
6,5,all,11,2,256,512,150,39321600,30116000,0.765889486,9583102
6,6,all,11,1,256,512,150,19660800,30519417,1.552297821,4791551
6,3,all,11,2,256,512,150,39321600,20682416,0.525981038,9583102
6,1,all,11,1,256,512,150,19660800,23128125,1.176357269,4791551
6,4,all,11,3,256,512,150,58982400,30670875,0.520000458,14374653
6,2,all,11,2,256,512,150,39321600,32406917,0.824150518,9583102
6,4,all,12,3,256,512,150,58982400,30603958,0.518865933,14374653
6,6,all,12,1,256,512,150,19660800,30351000,1.543731689,4791551
6,2,all,12,2,256,512,150,39321600,32473833,0.825852280,9583102
6,1,all,12,1,256,512,150,19660800,23176375,1.178811391,4791551
6,3,all,12,2,256,512,150,39321600,20600333,0.523893560,9583102
6,5,all,12,2,256,512,150,39321600,30116792,0.765909627,9583102
6,4,all,13,3,256,512,150,58982400,30632083,0.519342770,14374653
6,2,all,13,2,256,512,150,39321600,32342834,0.822520803,9583102
6,6,all,13,1,256,512,150,19660800,30334334,1.542884013,4791551
6,1,all,13,1,256,512,150,19660800,23303083,1.185256093,4791551
6,3,all,13,2,256,512,150,39321600,20540667,0.522376175,9583102
6,5,all,13,2,256,512,150,39321600,30258417,0.769511337,9583102
6,1,all,14,1,256,512,150,19660800,23034458,1.171593119,4791551
6,4,all,14,3,256,512,150,58982400,30725875,0.520932939,14374653
6,6,all,14,1,256,512,150,19660800,30579041,1.555330455,4791551
6,3,all,14,2,256,512,150,39321600,20531417,0.522140935,9583102
6,5,all,14,2,256,512,150,39321600,30234833,0.768911565,9583102
6,2,all,14,2,256,512,150,39321600,32772875,0.833457311,9583102
7,6,first,0,2,256,512,150,39321600,24884875,0.632855097,131072
7,3,first,0,3,256,512,150,58982400,21563708,0.365595635,196608
7,5,first,0,3,256,512,150,58982400,24782792,0.420172662,196608
7,2,first,0,2,256,512,150,39321600,24669500,0.627377828,131072
7,1,first,0,2,256,512,150,39321600,32642375,0.830138524,131072
7,4,first,0,4,256,512,150,78643200,25149750,0.319795609,262144
7,7,first,0,1,256,512,150,19660800,26205209,1.332865855,65536
7,2,first,1,2,256,512,150,39321600,24597833,0.625555242,131072
7,6,first,1,2,256,512,150,39321600,24835625,0.631602605,131072
7,1,first,1,2,256,512,150,39321600,32770166,0.833388418,131072
7,3,first,1,3,256,512,150,58982400,21581167,0.365891639,196608
7,4,first,1,4,256,512,150,78643200,25068791,0.318766162,262144
7,7,first,1,1,256,512,150,19660800,26370917,1.341294200,65536
7,5,first,1,3,256,512,150,58982400,24870875,0.421666039,196608
7,4,first,2,4,256,512,150,78643200,25000375,0.317896207,262144
7,5,first,2,3,256,512,150,58982400,24900792,0.422173258,196608
7,6,first,2,2,256,512,150,39321600,24844250,0.631821950,131072
7,1,first,2,2,256,512,150,39321600,32689458,0.831335907,131072
7,7,first,2,1,256,512,150,19660800,26370833,1.341289927,65536
7,3,first,2,3,256,512,150,58982400,21649000,0.367041694,196608
7,2,first,2,2,256,512,150,39321600,24935833,0.634151026,131072
7,1,first,3,2,256,512,150,39321600,32659291,0.830568720,131072
7,2,first,3,2,256,512,150,39321600,24641042,0.626654104,131072
7,3,first,3,3,256,512,150,58982400,21506375,0.364623600,196608
7,4,first,3,4,256,512,150,78643200,25311500,0.321852366,262144
7,5,first,3,3,256,512,150,58982400,24795750,0.420392354,196608
7,7,first,3,1,256,512,150,19660800,26337916,1.339615682,65536
7,6,first,3,2,256,512,150,39321600,24803166,0.630777130,131072
7,1,first,4,2,256,512,150,39321600,32841792,0.835209961,131072
7,5,first,4,3,256,512,150,58982400,25058750,0.424851312,196608
7,3,first,4,3,256,512,150,58982400,21560708,0.365544773,196608
7,4,first,4,4,256,512,150,78643200,25069958,0.318781001,262144
7,7,first,4,1,256,512,150,19660800,26540208,1.349904785,65536
7,2,first,4,2,256,512,150,39321600,24635750,0.626519521,131072
7,6,first,4,2,256,512,150,39321600,24798125,0.630648931,131072
7,3,first,5,3,256,512,150,58982400,21555250,0.365452237,196608
7,6,first,5,2,256,512,150,39321600,24816917,0.631126836,131072
7,5,first,5,3,256,512,150,58982400,24786334,0.420232713,196608
7,7,first,5,1,256,512,150,19660800,26251375,1.335213979,65536
7,4,first,5,4,256,512,150,78643200,25118375,0.319396655,262144
7,1,first,5,2,256,512,150,39321600,32755583,0.833017553,131072
7,2,first,5,2,256,512,150,39321600,24518667,0.623541946,131072
7,7,first,6,1,256,512,150,19660800,26346084,1.340031128,65536
7,6,first,6,2,256,512,150,39321600,24778709,0.630155156,131072
7,2,first,6,2,256,512,150,39321600,24483166,0.622639109,131072
7,4,first,6,4,256,512,150,78643200,25097375,0.319129626,262144
7,5,first,6,3,256,512,150,58982400,25188125,0.427044763,196608
7,3,first,6,3,256,512,150,58982400,21603333,0.366267446,196608
7,1,first,6,2,256,512,150,39321600,33091417,0.841558253,131072
7,2,first,7,2,256,512,150,39321600,24675917,0.627541021,131072
7,7,first,7,1,256,512,150,19660800,26462458,1.345950216,65536
7,1,first,7,2,256,512,150,39321600,32316458,0.821850026,131072
7,5,first,7,3,256,512,150,58982400,24420333,0.414027456,196608
7,4,first,7,4,256,512,150,78643200,24837833,0.315829379,262144
7,3,first,7,3,256,512,150,58982400,21521042,0.364872267,196608
7,6,first,7,2,256,512,150,39321600,24448375,0.621754328,131072
7,1,first,8,2,256,512,150,39321600,32090042,0.816091970,131072
7,7,first,8,1,256,512,150,19660800,25943083,1.319533437,65536
7,4,first,8,4,256,512,150,78643200,24736000,0.314534505,262144
7,3,first,8,3,256,512,150,58982400,21216208,0.359704047,196608
7,5,first,8,3,256,512,150,58982400,24330833,0.412510054,196608
7,2,first,8,2,256,512,150,39321600,24199500,0.615425110,131072
7,6,first,8,2,256,512,150,39321600,24402583,0.620589778,131072
7,6,first,9,2,256,512,150,39321600,24328125,0.618696213,131072
7,1,first,9,2,256,512,150,39321600,32193583,0.818725154,131072
7,5,first,9,3,256,512,150,58982400,24487958,0.415173984,196608
7,3,first,9,3,256,512,150,58982400,21844042,0.370348477,196608
7,7,first,9,1,256,512,150,19660800,26905959,1.368507843,65536
7,2,first,9,2,256,512,150,39321600,24528000,0.623779297,131072
7,4,first,9,4,256,512,150,78643200,24699000,0.314064026,262144
7,6,first,10,2,256,512,150,39321600,24361375,0.619541804,131072
7,4,first,10,4,256,512,150,78643200,24371459,0.309899127,262144
7,7,first,10,1,256,512,150,19660800,25797208,1.312113851,65536
7,1,first,10,2,256,512,150,39321600,32193000,0.818710327,131072
7,5,first,10,3,256,512,150,58982400,24580667,0.416745792,196608
7,3,first,10,3,256,512,150,58982400,21144709,0.358491838,196608
7,2,first,10,2,256,512,150,39321600,24270584,0.617232869,131072
7,7,first,11,1,256,512,150,19660800,25862750,1.315447489,65536
7,4,first,11,4,256,512,150,78643200,24642375,0.313344002,262144
7,5,first,11,3,256,512,150,58982400,24239292,0.410958049,196608
7,2,first,11,2,256,512,150,39321600,24084625,0.612503688,131072
7,6,first,11,2,256,512,150,39321600,24334583,0.618860448,131072
7,1,first,11,2,256,512,150,39321600,32209083,0.819119339,131072
7,3,first,11,3,256,512,150,58982400,21188958,0.359242045,196608
7,4,first,12,4,256,512,150,78643200,24613791,0.312980537,262144
7,1,first,12,2,256,512,150,39321600,32114375,0.816710790,131072
7,2,first,12,2,256,512,150,39321600,24142250,0.613969167,131072
7,7,first,12,1,256,512,150,19660800,25914917,1.318100840,65536
7,3,first,12,3,256,512,150,58982400,21210041,0.359599491,196608
7,6,first,12,2,256,512,150,39321600,24335625,0.618886948,131072
7,5,first,12,3,256,512,150,58982400,24398708,0.413660821,196608
7,7,first,13,1,256,512,150,19660800,25815667,1.313052724,65536
7,1,first,13,2,256,512,150,39321600,32173500,0.818214417,131072
7,6,first,13,2,256,512,150,39321600,24459000,0.622024536,131072
7,2,first,13,2,256,512,150,39321600,24211000,0.615717570,131072
7,3,first,13,3,256,512,150,58982400,21152416,0.358622504,196608
7,5,first,13,3,256,512,150,58982400,24357458,0.412961460,196608
7,4,first,13,4,256,512,150,78643200,24557875,0.312269529,262144
7,1,first,14,2,256,512,150,39321600,32202792,0.818959351,131072
7,4,first,14,4,256,512,150,78643200,24565709,0.312369143,262144
7,6,first,14,2,256,512,150,39321600,24347125,0.619179408,131072
7,7,first,14,1,256,512,150,19660800,25941667,1.319461416,65536
7,2,first,14,2,256,512,150,39321600,24142875,0.613985062,131072
7,5,first,14,3,256,512,150,58982400,24332291,0.412534773,196608
7,3,first,14,3,256,512,150,58982400,21051292,0.356908027,196608
7,3,all,0,3,256,512,150,58982400,27299375,0.462839339,14259471
7,1,all,0,1,256,512,150,19660800,20312000,1.033121745,4753157
7,5,all,0,2,256,512,150,39321600,21286958,0.541355337,9506314
7,7,all,0,1,256,512,150,19660800,34295334,1.744350891,4753157
7,2,all,0,2,256,512,150,39321600,30578708,0.777656759,9506314
7,6,all,0,2,256,512,150,39321600,31858750,0.810209910,9506314
7,4,all,0,3,256,512,150,58982400,24433583,0.414252099,14259471
7,4,all,1,3,256,512,150,58982400,24179667,0.409947154,14259471
7,3,all,1,3,256,512,150,58982400,27193000,0.461035834,14259471
7,2,all,1,2,256,512,150,39321600,30445750,0.774275462,9506314
7,7,all,1,1,256,512,150,19660800,34027917,1.730749359,4753157
7,1,all,1,1,256,512,150,19660800,20458916,1.040594279,4753157
7,6,all,1,2,256,512,150,39321600,31803792,0.808812256,9506314
7,5,all,1,2,256,512,150,39321600,21211250,0.539429983,9506314
7,4,all,2,3,256,512,150,58982400,24381875,0.413375431,14259471
7,1,all,2,1,256,512,150,19660800,20441250,1.039695740,4753157
7,5,all,2,2,256,512,150,39321600,21232667,0.539974645,9506314
7,2,all,2,2,256,512,150,39321600,30417083,0.773546422,9506314
7,6,all,2,2,256,512,150,39321600,31805334,0.808851471,9506314
7,7,all,2,1,256,512,150,19660800,34050333,1.731889496,4753157
7,3,all,2,3,256,512,150,58982400,27111542,0.459654778,14259471
7,4,all,3,3,256,512,150,58982400,24312542,0.412199944,14259471
7,7,all,3,1,256,512,150,19660800,33946125,1.726589203,4753157
7,1,all,3,1,256,512,150,19660800,20640833,1.049847056,4753157
7,2,all,3,2,256,512,150,39321600,30471750,0.774936676,9506314
7,3,all,3,3,256,512,150,58982400,27254541,0.462079213,14259471
7,5,all,3,2,256,512,150,39321600,21168667,0.538347041,9506314
7,6,all,3,2,256,512,150,39321600,31904000,0.811360677,9506314
7,3,all,4,3,256,512,150,58982400,27107708,0.459589776,14259471
7,5,all,4,2,256,512,150,39321600,21269667,0.540915604,9506314
7,4,all,4,3,256,512,150,58982400,24260000,0.411309136,14259471
7,2,all,4,2,256,512,150,39321600,30309917,0.770821050,9506314
7,7,all,4,1,256,512,150,19660800,33978459,1.728233795,4753157
7,6,all,4,2,256,512,150,39321600,31823333,0.809309209,9506314
7,1,all,4,1,256,512,150,19660800,20629959,1.049293976,4753157
7,5,all,5,2,256,512,150,39321600,21293125,0.541512171,9506314
7,2,all,5,2,256,512,150,39321600,30431000,0.773900350,9506314
7,6,all,5,2,256,512,150,39321600,31759750,0.807692210,9506314
7,7,all,5,1,256,512,150,19660800,34285958,1.743874003,4753157
7,3,all,5,3,256,512,150,58982400,27223583,0.461554345,14259471
7,1,all,5,1,256,512,150,19660800,20428500,1.039047241,4753157
7,4,all,5,3,256,512,150,58982400,24473459,0.414928165,14259471
7,6,all,6,2,256,512,150,39321600,31943917,0.812375819,9506314
7,4,all,6,3,256,512,150,58982400,24368833,0.413154314,14259471
7,7,all,6,1,256,512,150,19660800,33985542,1.728594055,4753157
7,5,all,6,2,256,512,150,39321600,21376208,0.543625081,9506314
7,1,all,6,1,256,512,150,19660800,20387542,1.036964010,4753157
7,3,all,6,3,256,512,150,58982400,27186833,0.460931278,14259471
7,2,all,6,2,256,512,150,39321600,30532417,0.776479518,9506314
7,6,all,7,2,256,512,150,39321600,31856958,0.810164337,9506314
7,1,all,7,1,256,512,150,19660800,20389500,1.037063599,4753157
7,7,all,7,1,256,512,150,19660800,34023958,1.730547994,4753157
7,2,all,7,2,256,512,150,39321600,30510083,0.775911535,9506314
7,5,all,7,2,256,512,150,39321600,21288917,0.541405156,9506314
7,3,all,7,3,256,512,150,58982400,27010459,0.457940996,14259471
7,4,all,7,3,256,512,150,58982400,24363709,0.413067440,14259471
7,1,all,8,1,256,512,150,19660800,20357834,1.035452983,4753157
7,4,all,8,3,256,512,150,58982400,24410667,0.413863576,14259471
7,7,all,8,1,256,512,150,19660800,34127083,1.735793203,4753157
7,5,all,8,2,256,512,150,39321600,21295750,0.541578929,9506314
7,6,all,8,2,256,512,150,39321600,32077458,0.815771942,9506314
7,3,all,8,3,256,512,150,58982400,26997708,0.457724813,14259471
7,2,all,8,2,256,512,150,39321600,30448666,0.774349620,9506314
7,4,all,9,3,256,512,150,58982400,24580959,0.416750743,14259471
7,7,all,9,1,256,512,150,19660800,34184709,1.738724213,4753157
7,5,all,9,2,256,512,150,39321600,21947666,0.558158010,9506314
7,6,all,9,2,256,512,150,39321600,32716500,0.832023621,9506314
7,2,all,9,2,256,512,150,39321600,30675875,0.780127843,9506314
7,3,all,9,3,256,512,150,58982400,27283792,0.462575141,14259471
7,1,all,9,1,256,512,150,19660800,20428625,1.039053599,4753157
7,1,all,10,1,256,512,150,19660800,20263958,1.030678202,4753157
7,4,all,10,3,256,512,150,58982400,24461584,0.414726834,14259471
7,7,all,10,1,256,512,150,19660800,34047667,1.731753896,4753157
7,2,all,10,2,256,512,150,39321600,30401917,0.773160731,9506314
7,6,all,10,2,256,512,150,39321600,31884500,0.810864766,9506314
7,3,all,10,3,256,512,150,58982400,27045875,0.458541446,14259471
7,5,all,10,2,256,512,150,39321600,21215916,0.539548645,9506314
7,7,all,11,1,256,512,150,19660800,34021042,1.730399679,4753157
7,6,all,11,2,256,512,150,39321600,31849166,0.809966176,9506314
7,2,all,11,2,256,512,150,39321600,30384833,0.772726262,9506314
7,3,all,11,3,256,512,150,58982400,27086500,0.459230211,14259471
7,4,all,11,3,256,512,150,58982400,25108250,0.425690545,14259471
7,1,all,11,1,256,512,150,19660800,20870292,1.061517944,4753157
7,5,all,11,2,256,512,150,39321600,21760375,0.553394953,9506314
7,1,all,12,1,256,512,150,19660800,20794750,1.057675680,4753157
7,4,all,12,3,256,512,150,58982400,25380708,0.430309855,14259471
7,5,all,12,2,256,512,150,39321600,21711250,0.552145640,9506314
7,3,all,12,3,256,512,150,58982400,27764708,0.470728692,14259471
7,7,all,12,1,256,512,150,19660800,34622458,1.760989278,4753157
7,2,all,12,2,256,512,150,39321600,31041083,0.789415563,9506314
7,6,all,12,2,256,512,150,39321600,32431667,0.824779943,9506314
7,5,all,13,2,256,512,150,39321600,21629792,0.550074056,9506314
7,1,all,13,1,256,512,150,19660800,20744208,1.055104980,4753157
7,7,all,13,1,256,512,150,19660800,34573458,1.758497009,4753157
7,3,all,13,3,256,512,150,58982400,27552917,0.467137943,14259471
7,2,all,13,2,256,512,150,39321600,31049000,0.789616903,9506314
7,6,all,13,2,256,512,150,39321600,32492667,0.826331253,9506314
7,4,all,13,3,256,512,150,58982400,24834916,0.421056383,14259471
7,7,all,14,1,256,512,150,19660800,34699542,1.764909973,4753157
7,1,all,14,1,256,512,150,19660800,20912166,1.063647766,4753157
7,4,all,14,3,256,512,150,58982400,25079416,0.425201687,14259471
7,5,all,14,2,256,512,150,39321600,21551125,0.548073451,9506314
7,2,all,14,2,256,512,150,39321600,31020000,0.788879395,9506314
7,3,all,14,3,256,512,150,58982400,27568750,0.467406379,14259471
7,6,all,14,2,256,512,150,39321600,32685458,0.831234182,9506314
8,3,first,0,3,256,512,150,58982400,20255584,0.343417426,196608
8,8,first,0,1,256,512,150,19660800,28574000,1.453348796,65536
8,4,first,0,4,256,512,150,78643200,21530666,0.273776576,262144
8,7,first,0,2,256,512,150,39321600,27808375,0.707203547,131072
8,6,first,0,3,256,512,150,58982400,26639000,0.451643202,196608
8,5,first,0,4,256,512,150,78643200,25575709,0.325211957,262144
8,2,first,0,2,256,512,150,39321600,23834875,0.606152217,131072
8,1,first,0,2,256,512,150,39321600,30389459,0.772843908,131072
8,8,first,1,1,256,512,150,19660800,28657167,1.457578888,65536
8,4,first,1,4,256,512,150,78643200,21853167,0.277877388,262144
8,7,first,1,2,256,512,150,39321600,27776459,0.706391881,131072
8,1,first,1,2,256,512,150,39321600,30333375,0.771417618,131072
8,3,first,1,3,256,512,150,58982400,20232250,0.343021817,196608
8,6,first,1,3,256,512,150,58982400,26714667,0.452926076,196608
8,2,first,1,2,256,512,150,39321600,23867917,0.606992518,131072
8,5,first,1,4,256,512,150,78643200,25449917,0.323612429,262144
8,7,first,2,2,256,512,150,39321600,27851875,0.708309809,131072
8,6,first,2,3,256,512,150,58982400,26751375,0.453548431,196608
8,4,first,2,4,256,512,150,78643200,21518542,0.273622411,262144
8,5,first,2,4,256,512,150,78643200,25378458,0.322703781,262144
8,1,first,2,2,256,512,150,39321600,30402667,0.773179804,131072
8,2,first,2,2,256,512,150,39321600,23871042,0.607071991,131072
8,8,first,2,1,256,512,150,19660800,28569333,1.453111420,65536
8,3,first,2,3,256,512,150,58982400,20089250,0.340597365,196608
8,6,first,3,3,256,512,150,58982400,26680708,0.452350328,196608
8,3,first,3,3,256,512,150,58982400,20141125,0.341476864,196608
8,5,first,3,4,256,512,150,78643200,25343250,0.322256088,262144
8,8,first,3,1,256,512,150,19660800,28635500,1.456476847,65536
8,2,first,3,2,256,512,150,39321600,24500167,0.623071467,131072
8,4,first,3,4,256,512,150,78643200,21944750,0.279041926,262144
8,7,first,3,2,256,512,150,39321600,28084833,0.714234238,131072
8,1,first,3,2,256,512,150,39321600,30513333,0.775994186,131072
8,2,first,4,2,256,512,150,39321600,24177500,0.614865621,131072
8,1,first,4,2,256,512,150,39321600,30503625,0.775747299,131072
8,6,first,4,3,256,512,150,58982400,26750041,0.453525814,196608
8,8,first,4,1,256,512,150,19660800,28577958,1.453550110,65536
8,5,first,4,4,256,512,150,78643200,25510291,0.324380124,262144
8,4,first,4,4,256,512,150,78643200,21822459,0.277486916,262144
8,7,first,4,2,256,512,150,39321600,27843333,0.708092575,131072
8,3,first,4,3,256,512,150,58982400,20054833,0.340013852,196608
8,2,first,5,2,256,512,150,39321600,24036792,0.611287231,131072
8,6,first,5,3,256,512,150,58982400,26728500,0.453160604,196608
8,4,first,5,4,256,512,150,78643200,21602625,0.274691582,262144
8,5,first,5,4,256,512,150,78643200,25335375,0.322155952,262144
8,3,first,5,3,256,512,150,58982400,20110000,0.340949164,196608
8,8,first,5,1,256,512,150,19660800,28564291,1.452854970,65536
8,7,first,5,2,256,512,150,39321600,27897459,0.709469070,131072
8,1,first,5,2,256,512,150,39321600,30285750,0.770206451,131072
8,6,first,6,3,256,512,150,58982400,26719875,0.453014374,196608
8,5,first,6,4,256,512,150,78643200,25564625,0.325071017,262144
8,3,first,6,3,256,512,150,58982400,20120500,0.341127184,196608
8,8,first,6,1,256,512,150,19660800,28523041,1.450756887,65536
8,1,first,6,2,256,512,150,39321600,30304292,0.770677999,131072
8,4,first,6,4,256,512,150,78643200,21674916,0.275610809,262144
8,7,first,6,2,256,512,150,39321600,27747958,0.705667063,131072
