k,patterns,mode,algorithm,runs,median_build_ms_per_matcher,median_search_ns_per_base,median_reference_ns_per_base,mean_reference_ns_per_base,stddev_reference_ns_per_base,min_reference_ns_per_base,max_reference_ns_per_base,slower_than_best_pct
48,256,first,hash,5,0.017791,2.021308047,2.021515127,2.031694105,0.048484525,1.988429773,2.106019958,16.1183
48,506,all,aho_corasick,5,5.754125,2.224084302,2.281767936,2.387243977,0.161482302,2.278352113,2.642763884,0.0000
48,506,all,hash,5,0.025709,2.995353179,2.995623589,3.108377451,0.268526460,2.902182116,3.573320773,31.2852
48,506,first,aho_corasick,5,5.255459,1.853744203,1.906417857,1.904235024,0.028333806,1.866467097,1.936448627,0.0000
48,506,first,hash,5,0.031625,2.186683957,2.187114376,2.191417951,0.100840576,2.069835450,2.301102478,14.7238
48,711,all,aho_corasick,5,8.783209,2.530823268,2.616656847,2.734447783,0.185285577,2.571820696,2.974121552,0.0000
48,711,all,hash,5,0.032917,4.061638957,4.061978956,4.120664677,0.149923951,3.948863772,4.334535501,55.2354
48,711,first,aho_corasick,5,8.551583,2.304419561,2.393093544,2.402375779,0.085812554,2.311053718,2.530224530,0.0000
48,711,first,hash,5,0.052833,3.434574381,3.435128970,3.456658673,0.134427413,3.279011782,3.604420291,43.5434
48,1000,all,aho_corasick,5,12.183083,2.935875378,3.057347225,3.018514299,0.163182051,2.752329915,3.159987010,24.4908
48,1000,all,hash,5,0.054166,2.455305919,2.455883008,2.420039912,0.078738531,2.307172886,2.489837520,0.0000
48,1000,first,aho_corasick,5,19.316500,4.567152946,4.793770832,4.388241807,0.720896632,3.270042210,4.990690429,132.0791
48,1000,first,hash,5,0.048750,2.064784620,2.065576709,2.066177870,0.025423008,2.039805500,2.093972902,0.0000
48,10000,all,aho_corasick,5,127.054459,6.747849424,8.023659373,7.971597391,0.677098472,7.263020054,8.999833670,169.2020
48,10000,all,hash,5,0.458541,2.975926128,2.980534459,3.221849643,0.368984153,2.948193274,3.778620363,0.0000
48,10000,first,aho_corasick,5,127.623000,5.952381005,7.212877654,7.238965188,0.213600401,7.057767134,7.586271907,178.5964
48,10000,first,hash,5,0.511750,2.583665663,2.589006072,2.602140464,0.024224202,2.579144842,2.628510163,0.0000
48,100000,all,hash,5,5.933208,7.599624801,7.667802584,7.716781732,0.180530184,7.490921268,7.977326545,0.0000
48,100000,first,hash,5,5.102875,5.050246560,5.104253541,5.088091158,0.234851081,4.768834632,5.426379567,0.0000
48,1000000,all,hash,5,49.859167,3.456938926,3.987415355,3.985577863,0.108131493,3.881271817,4.148168784,0.0000
48,1000000,first,hash,5,54.188958,3.178833222,3.793977832,3.766919216,0.065663599,3.665783498,3.835996488,0.0000
52,32,all,aho_corasick,5,0.366927,1.416836165,1.420533063,1.409007780,0.031595931,1.355205302,1.437056992,0.0000
52,32,all,bndmq,5,0.008963,1.552442160,1.552516380,1.548625485,0.008704019,1.533126951,1.553223298,9.2911
52,32,all,hash,5,0.003526,2.726475278,2.726531579,2.684196800,0.267439463,2.268858880,2.984475193,91.9372
52,32,first,aho_corasick,5,0.468198,1.748103925,1.753233468,1.687414781,0.157353241,1.499284828,1.874243652,34.7579
52,32,first,bndmq,5,0.010609,1.300891673,1.301025109,1.309814801,0.028564787,1.282252606,1.343592374,0.0000
52,32,first,hash,5,0.004276,1.917432161,1.917479713,1.938050609,0.087189082,1.853065539,2.085920965,47.3822
56,32,all,aho_corasick,5,0.399302,1.508763350,1.512779150,1.497918998,0.036225976,1.447463114,1.533850022,2.1136
56,32,all,bndmq,5,0.008792,1.481388149,1.481467418,1.478698848,0.023920786,1.441730132,1.508654910,0.0000
56,32,all,hash,5,0.004578,2.609212046,2.609265796,2.621740144,0.206112104,2.385522745,2.935598080,76.1271
56,32,first,aho_corasick,5,0.613031,2.257522770,2.264209071,2.267930109,0.202795940,2.083378860,2.600057276,125.1294
56,32,first,bndmq,5,0.009031,1.005644455,1.005736538,1.008636408,0.020263761,0.989025785,1.042736183,0.0000
56,32,first,hash,5,0.005635,2.521825245,2.521882015,2.426977345,0.369349076,1.963406217,2.776328672,150.7498
56,91,first,aho_corasick,5,1.121403,1.477226932,1.488536425,1.494046632,0.024229280,1.470115186,1.533816616,0.0000
56,91,first,bndmq,5,0.019625,2.617336981,2.617653089,2.603078205,0.091667538,2.465290974,2.709962490,75.8542
56,91,first,hash,5,0.009861,2.862539190,2.862650575,3.075279373,0.368021889,2.736507975,3.552352695,92.3131
56,256,first,aho_corasick,5,3.322208,1.819741781,1.851343797,1.862983444,0.084113024,1.783335183,1.994211852,0.0000
56,256,first,bndmq,5,0.106833,9.399019532,9.400173280,8.714195736,1.091002210,7.087905404,9.527741775,407.7487
56,256,first,hash,5,0.027708,3.261460147,3.261796816,3.152810280,0.199069741,2.926595817,3.358428283,76.1854
60,256,first,aho_corasick,5,3.506416,1.779178522,1.814821370,1.794001912,0.079729009,1.671968316,1.890037890,7.0384
60,256,first,bndmq,5,0.058167,6.835499659,6.836095908,7.222173474,1.033683818,6.285602009,8.432507305,303.1937
60,256,first,hash,5,0.017250,1.695259529,1.695486609,1.689298955,0.021834810,1.667336665,1.719009482,0.0000
64,1,all,aho_corasick,5,0.022783,1.159806955,1.160051533,1.145648016,0.028785267,1.114516131,1.173181623,345.7034
64,1,all,bndmq,5,0.000501,0.260265016,0.260274331,0.319413854,0.126968977,0.231229706,0.535112394,0.0000
64,1,all,hash,5,0.000452,1.803385417,1.803391145,1.786718706,0.037524404,1.733817140,1.819369289,592.8809
64,1,first,aho_corasick,5,0.021893,0.691335679,0.691555169,0.687701832,0.011903118,0.669902755,0.699221639,166.5191
64,1,first,bndmq,5,0.000441,0.259471788,0.259476820,0.258953721,0.004138020,0.252066342,0.263008636,0.0000
64,1,first,hash,5,0.000298,1.468552855,1.468557594,1.479595012,0.027174923,1.461248475,1.527048216,465.9687
64,2,all,aho_corasick,5,0.046198,5.853873204,5.854292090,5.799824945,0.557643750,4.959615745,6.417954257,1787.0001
64,2,all,bndmq,5,0.000805,0.310238619,0.310243332,0.311965632,0.011368969,0.297430926,0.329144172,0.0000
64,2,all,hash,5,0.000446,2.020265986,2.020276766,2.052672372,0.104499660,1.931401300,2.196894774,551.1910
64,2,first,aho_corasick,5,0.037169,4.063854827,4.064245311,4.021801125,0.107410951,3.831094854,4.089274281,1079.2229
64,2,first,bndmq,5,0.000839,0.344645885,0.344654537,0.350064634,0.013855134,0.341341666,0.374565916,0.0000
64,2,first,hash,5,0.000546,1.687807291,1.687814230,1.694219095,0.041637812,1.657162720,1.758552216,389.7119
64,4,all,aho_corasick,5,0.060547,1.403101243,1.403710058,1.420837015,0.038202846,1.388115280,1.467122062,276.5782
64,4,all,bndmq,5,0.001231,0.372738120,0.372753977,0.371359764,0.005001681,0.366105977,0.378006967,0.0000
64,4,all,hash,5,0.000742,2.138440030,2.138452977,2.126747669,0.046153621,2.063114196,2.182324774,473.6902
64,4,first,aho_corasick,5,0.058999,1.267602747,1.268206335,1.275601768,0.014602365,1.265680753,1.300374870,259.7425
64,4,first,bndmq,5,0.001246,0.352524457,0.352531735,0.360493152,0.016660440,0.351987071,0.390170904,0.0000
64,4,first,hash,5,0.000656,1.655813886,1.655822159,1.656383455,0.029980011,1.629524302,1.702254575,369.6945
64,8,all,aho_corasick,5,0.117439,1.435814464,1.436995130,1.432421950,0.029654523,1.389041527,1.470069706,124.3999
64,8,all,bndmq,5,0.003509,0.640317010,0.640372503,0.641473759,0.052775101,0.564119728,0.705083922,0.0000
64,8,all,hash,5,0.001249,2.171332597,2.171344915,2.133495508,0.074647023,2.021839696,2.198574109,239.0753
64,8,first,aho_corasick,5,0.129116,1.428318884,1.429635612,1.461166970,0.111437754,1.376967919,1.654304715,201.8483
64,8,first,bndmq,5,0.002324,0.473610264,0.473627191,0.473582910,0.003527569,0.468693146,0.478561857,0.0000
64,8,first,hash,5,0.001167,1.888298744,1.888311895,1.880904749,0.043903702,1.835090896,1.925426912,298.6916
64,16,all,aho_corasick,5,0.260367,1.627879578,1.630516212,1.599356971,0.079767878,1.492806625,1.694633272,105.0137
64,16,all,bndmq,5,0.006409,0.795245382,0.795320718,0.804182298,0.023955261,0.785454364,0.842400051,0.0000
64,16,all,hash,5,0.002969,2.615527553,2.615547396,2.611156207,0.140629772,2.422053402,2.817471195,228.8670
64,16,first,aho_corasick,5,0.246831,1.367385404,1.369862538,1.390928098,0.076822145,1.325075127,1.511978098,106.5106
64,16,first,bndmq,5,0.005982,0.663303364,0.663337659,0.665883523,0.014496295,0.646895911,0.681990292,0.0000
64,16,first,hash,5,0.002125,1.908836837,1.908870430,1.943298830,0.077767668,1.878756469,2.053807504,187.7675
64,32,all,aho_corasick,5,0.492271,1.641764366,1.646636358,1.633205059,0.067234955,1.552704398,1.719968112,21.4635
64,32,all,bndmq,5,0.011338,1.355537906,1.355664050,1.366880024,0.038103351,1.334086101,1.428511391,0.0000
64,32,all,hash,5,0.004162,2.404467424,2.404509456,2.382396088,0.066851215,2.274833370,2.446268139,77.3676
64,32,first,aho_corasick,5,0.519255,1.502297152,1.507507161,1.521067893,0.093623475,1.420165979,1.643795545,26.0244
64,32,first,bndmq,5,0.012661,1.196074601,1.196202257,1.198571257,0.007493788,1.192204164,1.211460986,0.0000
64,32,first,hash,5,0.003698,1.813635491,1.813681428,1.818275808,0.031580228,1.793088523,1.870184622,51.6200
64,38,all,aho_corasick,5,0.569262,1.652194456,1.657872200,1.721574651,0.139462197,1.588497397,1.941293790,0.0000
64,38,all,bndmq,5,0.015387,1.835031219,1.835233595,1.764723647,0.224034076,1.502082455,2.020223404,10.6981
64,38,all,hash,5,0.004685,2.793642467,2.793715203,2.868505284,0.187558064,2.662180805,3.112409949,68.5121
64,45,all,aho_corasick,5,0.633472,1.558383363,1.564541509,1.566988671,0.010378331,1.559992382,1.585105794,0.0000
64,45,all,bndmq,5,0.010688,1.682528630,1.682639252,1.769937384,0.207564332,1.594603350,2.092723332,7.5484
64,45,all,hash,5,0.005910,3.644547924,3.644612020,3.653734714,0.148567467,3.429889228,3.826038003,132.9508
64,45,first,aho_corasick,5,0.976944,2.205139859,2.215004780,2.226131121,0.043403310,2.184762660,2.298713552,35.6718
64,45,first,bndmq,5,0.014972,1.632452360,1.632619857,1.646539454,0.173460031,1.469312416,1.835391845,0.0000
64,45,first,hash,5,0.007035,3.870230288,3.870326746,3.865860588,0.084725104,3.746032465,3.971987599,137.0623
64,54,first,aho_corasick,5,0.702792,1.342974535,1.350027834,1.360925280,0.030178402,1.342545289,1.414398762,0.0000
64,54,first,bndmq,5,0.015108,2.202063150,2.202218901,2.149525070,0.222983336,1.835028911,2.381091843,63.1240
64,54,first,hash,5,0.006183,5.075088375,5.075158874,5.545289656,1.049218714,4.717607660,7.218914905,275.9299
64,64,all,aho_corasick,5,0.934083,1.669693722,1.678902504,1.682272247,0.010402391,1.673991711,1.700476186,0.0000
64,64,all,bndmq,5,0.020500,2.422593119,2.422815825,2.477105039,0.217148983,2.263304606,2.734243341,44.3095
64,64,all,hash,5,0.007458,2.520442336,2.520535668,2.569501589,0.092991598,2.476785291,2.696679469,50.1300
64,64,first,aho_corasick,5,0.924677,1.538761020,1.548034593,1.533778418,0.044216985,1.478151825,1.581665582,0.0000
64,64,first,bndmq,5,0.020417,1.840512776,1.840687774,1.841517976,0.067634943,1.766762843,1.940947805,18.9048
64,64,first,hash,5,0.009406,2.227101773,2.227236770,2.203703748,0.081596451,2.094565641,2.288115655,43.8751
64,128,all,aho_corasick,5,2.332292,2.339321571,2.362747570,2.339987571,0.390631611,1.894229757,2.849902215,0.0000
64,128,all,bndmq,5,0.049917,5.106317287,5.106755206,5.256643782,0.445436875,4.704199552,5.856067043,116.1363
64,128,all,hash,5,0.015459,2.611338527,2.611546237,2.589924946,0.064914179,2.475837548,2.639322641,10.5301
64,128,first,aho_corasick,5,1.976875,1.749048592,1.768540008,1.771167499,0.015231326,1.753603993,1.795687244,0.0000
64,128,first,bndmq,5,0.043812,3.728206704,3.728665663,3.702169927,0.067588255,3.613349648,3.768387043,110.8330
64,128,first,hash,5,0.013125,2.058871722,2.059002967,2.062935498,0.043420711,2.011924726,2.131462817,16.4239
64,181,first,aho_corasick,5,3.577958,2.308212044,2.342217611,2.367300683,0.176368801,2.123330968,2.614796230,0.0000
64,181,first,bndmq,5,0.057042,5.347430555,5.348070764,5.223156346,0.257945574,4.926429317,5.500846293,128.3336
64,181,first,hash,5,0.029646,4.554447141,4.554922975,4.527863613,0.491216762,3.821728607,5.164758010,94.4705
64,215,first,aho_corasick,5,2.937125,1.617769674,1.647302120,1.667965454,0.081202533,1.588843072,1.794601616,0.0000
64,215,first,bndmq,5,0.059937,5.499354001,5.500013790,5.488913357,0.229055435,5.194788360,5.782221981,233.8801
64,215,first,hash,5,0.015312,5.302088146,5.302256475,5.268451379,0.550799032,4.747078841,6.088090949,221.8752
64,256,all,aho_corasick,5,4.155250,2.103084544,2.145022380,2.231734621,0.199554145,2.028920522,2.531385767,0.0000
64,256,all,bndmq,5,0.085875,8.531537937,8.532415855,9.527757863,2.070197127,8.452495175,13.212627745,297.7775
64,256,all,hash,5,0.042500,4.088583483,4.088874322,5.779823774,3.254188479,3.491013018,11.257272485,90.6215
64,256,first,aho_corasick,5,3.822541,1.804505561,1.841982566,1.860578695,0.065736271,1.811982206,1.975284799,0.8272
64,256,first,bndmq,5,0.088250,7.288776262,7.289787500,7.295184242,0.233887863,7.060684629,7.530809938,299.0315
64,256,first,hash,5,0.019208,1.826661347,1.826870096,1.850669467,0.043869387,1.820497609,1.925313239,0.0000
64,360,all,aho_corasick,5,5.384833,2.075127930,2.129185322,2.172610819,0.096748735,2.094551221,2.333272003,0.0000
64,360,all,bndmq,5,0.134584,15.501587747,15.502517325,16.024833614,1.652697768,13.841208148,17.824768930,628.0962
64,360,all,hash,5,0.030667,4.585226250,4.585623329,4.637444807,0.318054439,4.367856264,5.180578799,115.3699
64,506,all,aho_corasick,5,8.669916,2.447831354,2.535232430,2.573195604,0.145848247,2.428805142,2.789299011,0.8196
64,506,all,hash,5,0.034708,2.514069972,2.514622881,2.499104500,0.075111791,2.395945208,2.599158972,0.0000
64,1000,all,aho_corasick,5,16.649583,3.203448593,3.370603679,3.413594757,0.122133664,3.317778774,3.625962748,56.6017
64,1000,all,hash,5,0.082042,2.151424447,2.152341945,2.171531905,0.035268246,2.148019864,2.231096788,0.0000
64,1000,first,aho_corasick,5,15.269541,2.721729967,2.880646319,2.902255861,0.133478046,2.802459395,3.132069986,75.7691
64,1000,first,hash,5,0.060958,1.638048394,1.638880892,1.668576831,0.059931752,1.623278843,1.768133544,0.0000
64,10000,all,aho_corasick,5,177.571834,6.795820158,8.580667839,9.189750785,2.025026726,7.795813158,12.690951698,129.7616
64,10000,all,hash,5,0.777292,3.726530457,3.734596701,3.780743273,0.570563242,3.182151976,4.475008550,0.0000
64,10000,first,aho_corasick,5,176.615292,6.061976626,7.939941620,7.991183184,0.750049571,7.331461997,9.243444433,211.9856
64,10000,first,hash,5,0.718541,2.538300343,2.544970740,2.584452415,0.082355003,2.519863710,2.723638723,0.0000
64,100000,all,hash,5,7.074542,6.220950058,6.293409913,6.344045730,0.312797740,6.014925890,6.756780656,0.0000
64,100000,first,hash,5,6.446375,4.466806896,4.534163852,4.526961864,0.193462672,4.324473431,4.751288417,0.0000
64,1000000,all,hash,5,147.727292,6.210754248,7.698433773,7.599068052,0.640906814,6.610536779,8.341522067,0.0000
64,1000000,first,hash,5,109.362417,4.582615835,5.724415631,6.560488463,3.083816999,3.951417937,11.713981162,0.0000
65,1,all,aho_corasick,5,0.023335,1.120265356,1.120490724,1.104899416,0.034361927,1.066044533,1.142425527,0.0000
65,1,all,hash,5,0.000314,2.044313748,2.044322894,2.120626642,0.165435254,1.983898346,2.385297110,82.4489
65,1,first,aho_corasick,5,0.031049,0.967505739,0.967835691,0.982245139,0.027626376,0.963304415,1.029076634,0.0000
65,1,first,hash,5,0.000645,2.417206008,2.417215082,2.471712220,0.224690009,2.246412280,2.739083688,149.7547
65,2,all,aho_corasick,5,0.042910,5.266061774,5.266451998,5.532212741,0.633637357,4.919212375,6.540277600,147.5864
65,2,all,hash,5,0.000578,2.127109810,2.127116437,2.306272359,0.342343440,2.041857604,2.882530483,0.0000
65,2,first,aho_corasick,5,0.040721,4.491742557,4.492174650,4.344853800,0.283388246,3.945513399,4.573631984,133.1526
65,2,first,hash,5,0.000749,1.926702132,1.926709853,2.009742882,0.146305176,1.923843995,2.263214749,0.0000
65,3,all,aho_corasick,5,0.046313,2.860239299,2.860706818,2.840880939,0.046011082,2.762904489,2.877153411,57.6726
65,3,all,hash,5,0.000514,1.814328186,1.814333016,1.815868937,0.044375771,1.756171538,1.864145348,0.0000
65,3,first,aho_corasick,5,0.047094,2.384922230,2.385406328,2.454839482,0.159031549,2.364974695,2.736896949,11.4140
65,3,first,hash,5,0.000576,2.141020529,2.141029024,2.224788411,0.125744146,2.121035913,2.368993273,0.0000
65,4,all,aho_corasick,5,0.082669,1.985022167,1.985853434,1.964276163,0.177418331,1.766144044,2.137761845,0.0000
65,4,all,hash,5,0.000622,2.229162167,2.229169224,2.251825484,0.053283394,2.193868768,2.315250874,12.2525
65,4,first,aho_corasick,5,0.082795,1.735070821,1.735945911,1.720641735,0.060654814,1.614092833,1.759875979,0.0000
65,4,first,hash,5,0.000997,2.511958469,2.511969920,2.523224001,0.027284990,2.508220497,2.571698915,44.7032
65,8,all,aho_corasick,5,0.179473,2.139158627,2.140970509,2.127132805,0.052722883,2.036355224,2.172901079,0.0000
65,8,all,hash,5,0.001893,3.053401461,3.053414429,3.120766975,0.152853845,3.001243648,3.380925030,42.6182
65,8,first,aho_corasick,5,0.134983,1.408180358,1.409461710,1.448184854,0.062245524,1.392662157,1.531100907,0.0000
65,8,first,hash,5,0.001010,2.073016993,2.073027202,2.142275038,0.209273422,1.975362658,2.507186437,47.0794
65,16,all,aho_corasick,5,0.358302,2.153816078,2.157304872,2.255507833,0.182183798,2.070033414,2.486471107,0.0000
65,16,all,hash,5,0.002396,2.941710445,2.941734247,3.119991893,0.389588050,2.751430939,3.740809822,36.3615
65,16,first,aho_corasick,5,0.244156,1.402200970,1.404774116,1.404585387,0.039270048,1.366603404,1.463185909,0.0000
65,16,first,hash,5,0.002188,2.168539357,2.168564929,2.206440666,0.138359596,2.082348469,2.437645745,54.3711
65,32,all,aho_corasick,5,0.530443,1.742276902,1.747690140,1.748434544,0.022975976,1.726280460,1.785518161,0.0000
65,32,all,hash,5,0.003047,2.446806676,2.446842562,2.438678188,0.066562633,2.373584970,2.534139571,40.0044
65,32,first,aho_corasick,5,0.502016,1.582606509,1.587677562,1.576934333,0.048585984,1.507971481,1.621951138,0.0000
65,32,first,hash,5,0.003891,2.598796290,2.598841342,2.633603074,0.335085289,2.192077927,2.998385903,63.6882
65,64,first,aho_corasick,5,1.396302,2.341665847,2.356010314,2.378782177,0.073432152,2.324118490,2.507933792,0.0000
65,64,first,hash,5,0.009021,2.893587691,2.893710918,2.952853002,0.386238549,2.522262529,3.504332385,22.8225
65,128,first,aho_corasick,5,2.793938,2.428423473,2.456419462,2.460442745,0.371757721,2.075116895,2.925988313,0.0000
65,128,first,hash,5,0.015146,3.053754302,3.053962222,3.012877433,0.121204618,2.825009770,3.149306621,24.3258
65,256,first,aho_corasick,5,4.330084,1.954131932,1.996445177,2.030284271,0.129608358,1.893433293,2.220253479,0.0000
65,256,first,hash,5,0.030000,2.697431275,2.697765014,2.734880028,0.163821915,2.522238286,2.971631557,35.1284
72,64,first,aho_corasick,5,1.072948,1.627860727,1.638638973,1.645204066,0.099470532,1.536459166,1.756250737,0.0000
72,64,first,hash,5,0.005531,1.720573315,1.720648630,1.742197979,0.047515866,1.692778853,1.799095607,5.0047
72,128,first,aho_corasick,5,1.930584,1.548943982,1.568512698,1.577079429,0.055681215,1.524100702,1.670790613,0.0000
72,128,first,hash,5,0.010271,1.743234844,1.743348178,1.753118828,0.066114922,1.689826625,1.827986969,11.1466
80,1,all,aho_corasick,5,0.027781,1.203195571,1.203474546,1.200678331,0.020372940,1.170869972,1.227434399,0.0000
80,1,all,hash,5,0.000368,1.711128896,1.711134240,1.753439055,0.088899860,1.698442951,1.908628580,42.1828
80,1,first,aho_corasick,5,0.032514,0.779894334,0.780231966,0.798565963,0.064416330,0.743092619,0.900342647,0.0000
80,1,first,hash,5,0.000542,2.018310406,2.018315243,2.004302629,0.087226132,1.855092574,2.070524504,158.6814
80,2,all,aho_corasick,5,0.051510,5.765934050,5.766491401,5.486260488,0.538323159,4.683259556,5.961793212,173.1630
80,2,all,hash,5,0.000619,2.110994373,2.111007620,2.119553277,0.089805741,2.010524417,2.251803976,0.0000
80,2,first,aho_corasick,5,0.072018,5.932657700,5.933302650,6.619297303,1.276152293,5.620589539,8.618889604,202.6111
80,2,first,hash,5,0.000731,1.960679453,1.960702243,2.046799446,0.153792063,1.926491472,2.297584757,0.0000
80,3,all,aho_corasick,5,0.059710,3.158776927,3.159429610,3.333250013,0.359805440,3.086676969,3.943391402,9.9203
80,3,all,hash,5,0.000846,2.874278762,2.874291528,2.937056600,0.159303136,2.770895169,3.115490026,0.0000
80,3,first,aho_corasick,5,0.075363,3.350163269,3.351078927,3.344555818,0.190259214,3.096108988,3.624449466,23.9299
80,3,first,hash,5,0.001310,2.704000138,2.704011946,2.749759587,0.281024026,2.441232356,3.088091642,0.0000
80,4,all,aho_corasick,5,0.072764,1.392604657,1.393320021,1.410560321,0.030967142,1.391305448,1.463792856,0.0000
80,4,all,hash,5,0.000668,1.891011281,1.891018695,1.892975663,0.013662005,1.877683735,1.915216415,35.7203
80,4,first,aho_corasick,5,0.127256,2.216212995,2.217399529,2.313156144,0.284424153,2.014873047,2.729885295,0.0000
80,4,first,hash,5,0.001349,3.160041765,3.160053013,3.100707279,0.236112807,2.795996510,3.336184368,42.5117
80,8,all,aho_corasick,5,0.142621,1.412365644,1.413816639,1.415481071,0.018965421,1.397899375,1.444018404,0.0000
80,8,all,hash,5,0.001060,1.929228265,1.929239462,1.953259451,0.065144429,1.893077742,2.047435084,36.4561
80,8,first,aho_corasick,5,0.232743,2.059574094,2.061927703,2.136325608,0.149140338,2.038785130,2.392253972,0.0000
80,8,first,hash,5,0.002724,3.354228075,3.354270170,4.115422772,1.817756468,2.815579928,7.165248437,62.6764
80,16,all,aho_corasick,5,0.319169,1.617101593,1.620358675,1.602929779,0.057866355,1.539912959,1.663944043,0.0000
80,16,all,hash,5,0.002081,2.243383632,2.243414412,2.266499499,0.085870036,2.205366147,2.415979017,38.4517
80,16,first,aho_corasick,5,0.483698,2.120857133,2.125873925,2.199397260,0.140561574,2.058174347,2.365273533,0.0000
80,16,first,hash,5,0.002464,2.522311376,2.522339213,2.432261391,0.199180199,2.190098491,2.662268219,18.6495
80,32,all,aho_corasick,5,0.632271,1.767127943,1.773470393,1.787651395,0.068968844,1.700441234,1.891558624,0.0000
80,32,all,hash,5,0.004245,2.306922795,2.306961179,2.294076585,0.047960982,2.212745108,2.340448519,30.0817
80,32,first,aho_corasick,5,0.646240,1.664767932,1.671255954,1.668027595,0.052138440,1.602682280,1.746276349,0.0000
80,32,first,hash,5,0.005000,2.258774850,2.258814589,2.239480760,0.158837345,2.036701985,2.459538709,35.1567
80,45,first,aho_corasick,5,0.791840,1.551291340,1.559128152,1.582515895,0.041737096,1.553602985,1.651753594,0.0000
80,45,first,hash,5,0.007812,4.507128113,4.507218806,4.480602976,0.778426815,3.440554634,5.241468063,189.0858
80,54,first,aho_corasick,5,0.932458,1.569747151,1.579162604,1.543057283,0.056248561,1.460356526,1.585634076,0.0000
80,54,first,hash,5,0.005958,4.786563987,4.786634403,4.807257348,0.080905046,4.719842817,4.902829736,203.1122
80,64,all,aho_corasick,5,1.237198,1.826750796,1.838774242,1.850725777,0.068257547,1.787465180,1.959932446,0.0000
80,64,all,hash,5,0.007739,2.234860461,2.234953270,2.246897901,0.043249709,2.211262420,2.316336359,21.5458
80,64,first,aho_corasick,5,1.434625,2.020577585,2.035054657,2.082777316,0.080132762,2.012199005,2.186523863,2.1148
80,64,first,hash,5,0.007208,1.992821977,1.992909474,2.008517535,0.087118802,1.909429100,2.149581968,0.0000
80,128,all,aho_corasick,5,2.311979,1.806425967,1.828966547,1.846370641,0.049277953,1.792172876,1.913883257,0.0000
80,128,all,hash,5,0.012563,2.097775804,2.097926429,2.094169272,0.082860013,1.983189164,2.208928502,14.7056
80,128,first,aho_corasick,5,3.555458,2.655216770,2.691161073,2.705951047,0.459164019,2.123365133,3.399175912,1.4449
80,128,first,hash,5,0.018271,2.652574275,2.652830734,2.709640622,0.149939515,2.582927129,2.941335157,0.0000
80,152,first,aho_corasick,5,2.859896,1.888041224,1.916585332,1.948305602,0.108967140,1.848389848,2.066371907,0.0000
80,152,first,hash,5,0.018854,2.905311689,2.905532939,2.876162498,0.247782859,2.617941639,3.239259351,51.5995
80,181,first,aho_corasick,5,4.115541,2.319709951,2.361103823,2.474603968,0.275918414,2.189272911,2.904422106,0.0000
80,181,first,hash,5,0.024688,4.328303423,4.328594468,4.120121551,0.397571337,3.533125434,4.482214991,83.3293
80,256,all,aho_corasick,5,5.131792,2.125006170,2.176411487,2.217682818,0.162180012,2.100375389,2.501029168,0.0000
80,256,all,hash,5,0.028667,2.444563451,2.444835110,2.470028894,0.098246750,2.362733195,2.627215576,12.3333
80,256,first,aho_corasick,5,4.665750,1.898623703,1.947094026,1.971363891,0.040332793,1.938747783,2.031611357,0.0000
80,256,first,hash,5,0.027000,1.990675599,1.990966438,2.010727896,0.073384235,1.944268611,2.134760310,2.2532
80,360,all,aho_corasick,5,6.992334,2.221972216,2.292438755,2.306666137,0.148608546,2.135991558,2.507093316,0.0000
80,360,all,hash,5,0.036583,3.959972910,3.960394579,3.942961530,0.077385639,3.858279783,4.042713585,72.7590
80,360,first,aho_corasick,5,8.425042,2.555176140,2.650562619,2.601761465,0.287750883,2.226384717,2.966189068,0.0000
80,360,first,hash,5,0.045292,4.071228108,4.071674357,4.072359269,0.317128958,3.639450221,4.399964110,53.6155
80,506,all,aho_corasick,5,10.879750,2.699444181,2.809323551,2.877391247,0.213022178,2.684477551,3.207267335,13.2985
80,506,all,hash,5,0.056375,2.479067122,2.479576711,2.497204589,0.070481603,2.415461839,2.608796032,0.0000
80,506,first,aho_corasick,5,12.505167,2.988148194,3.116395847,3.128069994,0.126040139,2.948479523,3.278619273,9.7046
80,506,first,hash,5,0.080375,2.839703491,2.840715149,2.799741569,0.157186119,2.555202390,2.983918202,0.0000
80,1000,all,aho_corasick,5,21.079250,3.429768140,3.642532295,3.710868574,0.182662099,3.584558661,4.031899846,73.3994
80,1000,all,hash,5,0.094334,2.099722051,2.100659959,2.085756413,0.035995101,2.032124686,2.118368263,0.0000
80,1000,first,aho_corasick,5,22.378042,3.449024352,3.681883046,3.615319769,0.277911180,3.201636937,3.930747139,79.8657
80,1000,first,hash,5,0.110792,2.045808408,2.047018406,2.044801326,0.049118247,1.993486423,2.114795360,0.0000
80,10000,all,aho_corasick,5,257.566584,6.524299861,9.108296783,9.775003948,1.662127738,8.353444543,11.980301449,162.7277
80,10000,all,hash,5,0.977417,3.456721837,3.466819726,3.284943094,0.354641275,2.741525347,3.574661601,0.0000
80,10000,first,aho_corasick,5,229.897917,6.443470443,8.787051586,8.702680597,0.410762419,8.017984804,9.116420107,292.3433
80,10000,first,hash,5,0.798292,2.231588037,2.239633441,2.241909184,0.048519034,2.176468977,2.312451215,0.0000
80,100000,all,hash,5,8.570875,5.301124818,5.392951714,5.384888394,0.316929150,5.013967472,5.859930360,0.0000
80,100000,first,hash,5,8.426666,4.139909640,4.228436123,4.172923820,0.104293200,4.007265735,4.249094422,0.0000
