k,patterns,mode,algorithm,runs,median_fixed_ns_per_matcher,fixed_p2_5_ns_per_matcher,fixed_p97_5_ns_per_matcher,median_search_ns_per_base,search_p2_5_ns_per_base,search_p97_5_ns_per_base
31,64,first,hash,5,4403.250000000,3390.275000000,4754.950000000,1.714466984,1.671727854,1.735507331
31,128,all,aho_corasick,5,939998.500000000,908895.150000000,973378.000000000,2.358893232,2.300652977,2.391040342
31,128,all,bndmq,5,63498.000000000,56342.950000000,99149.200000000,14.501191348,14.444133777,15.111401627
31,128,all,hash,5,6497.500000000,5685.050000000,9028.900000000,2.449292571,2.383598485,2.521793947
31,128,first,aho_corasick,5,1002596.000000000,911307.950000000,1087138.300000000,1.891060368,1.831505679,1.953375426
31,128,first,bndmq,5,59275.500000000,56458.700000000,130911.500000000,10.692671715,10.594775297,10.882326093
31,128,first,hash,5,6738.000000000,6484.050000000,11230.400000000,1.845028450,1.791846303,1.903473926
31,256,all,aho_corasick,5,2175228.000000000,1987035.300000000,2423126.800000000,2.830135170,2.597317070,2.851064643
31,256,all,hash,5,10940.000000000,10792.100000000,31158.700000000,2.397996684,2.340400567,2.512624203
31,256,first,aho_corasick,5,1912687.000000000,1703787.900000000,2421352.200000000,2.324505641,2.063138577,2.846266999
31,256,first,hash,5,15118.000000000,10826.000000000,17939.500000000,1.705616189,1.651900625,1.743179837
31,1000,all,aho_corasick,5,7933912.000000000,7532706.500000001,9536089.700000001,4.354216462,4.154563302,4.498445752
31,1000,all,hash,5,32681.000000000,32381.200000000,55535.600000000,2.350162450,2.288675207,2.362921209
31,1000,first,aho_corasick,5,8403347.000000000,7856976.000000000,9361754.500000000,3.439655611,3.313374545,3.550681301
31,1000,first,hash,5,32741.000000000,32114.100000000,49279.700000000,1.676731277,1.670399018,1.720050523
31,10000,all,aho_corasick,5,93846964.000000000,93059921.800000012,105034077.799999997,10.166246628,9.659584695,10.324638678
31,10000,all,hash,5,421937.000000000,306669.100000000,503812.600000000,2.811232808,2.767480137,2.932232932
31,10000,first,aho_corasick,5,98556025.000000000,92076222.299999997,114316586.699999988,7.439297971,7.246481649,8.973095238
31,10000,first,hash,5,332199.000000000,301591.500000000,524687.000000000,2.016057558,1.980578893,2.077361673
31,100000,all,hash,5,3582520.000000000,3394248.500000000,5374150.899999999,5.247112366,5.043711285,5.355207595
31,100000,first,hash,5,3767960.000000000,3395325.500000000,6097998.300000000,4.133356853,4.011614533,4.323775893
31,1000000,all,hash,5,61378255.000000000,59896088.200000003,73920221.400000006,6.603418343,6.512765973,6.743348184
31,1000000,first,hash,5,66632938.000000000,59978196.000000000,75281356.000000000,5.888745213,5.565617902,6.053811155
40,1,all,aho_corasick,5,16404.828000000,16347.330800000,17563.820300000,0.936688994,0.924007870,0.945136375
40,1,all,bndmq,5,885.250000000,761.493500000,1076.699800000,0.245600123,0.236629674,0.247673027
40,1,all,hash,5,324.672000000,312.095600000,486.753500000,1.844456680,1.827946922,1.893807347
40,1,first,aho_corasick,5,18594.188000000,16492.330000000,20119.501400000,0.542278618,0.535872237,0.546565657
40,1,first,bndmq,5,596.422000000,513.041800000,1077.955800000,0.259729875,0.245897963,0.275079965
40,1,first,hash,5,263.000000000,247.189400000,441.345100000,1.300180007,1.291642061,1.348975724
40,2,all,aho_corasick,5,25487.562000000,24897.715600000,28911.770300000,5.488564634,5.458639940,5.509116009
40,2,all,bndmq,5,1308.391000000,1206.391800000,2043.961100000,0.338325824,0.334387570,0.344225923
40,2,all,hash,5,410.922000000,393.718500000,577.339200000,1.841527295,1.818000694,1.862698141
40,2,first,aho_corasick,5,26852.109000000,25285.044900000,44190.238800000,4.317051447,4.198095916,4.416285252
40,2,first,bndmq,5,1364.109000000,1318.735600000,1764.789500000,0.324829012,0.311179487,0.339600038
40,2,first,hash,5,406.234000000,383.688700000,695.742400000,1.400530092,1.361050964,1.416271255
40,4,all,aho_corasick,5,44725.609000000,41947.590900000,52368.498500000,2.135291853,2.055086883,2.152432837
40,4,all,bndmq,5,2499.500000000,2235.831400000,2718.492100000,0.521523395,0.519375641,0.527761368
40,4,all,hash,5,570.766000000,470.862700000,639.283900000,2.074607460,2.055614909,2.111784278
40,4,first,aho_corasick,5,44172.703000000,41816.694000000,57109.956600000,1.651055975,1.632721846,1.662887730
40,4,first,bndmq,5,2602.375000000,2275.781700000,2765.015400000,0.443755979,0.440596332,0.462832809
40,4,first,hash,5,587.828000000,453.409600000,822.570500000,1.508082026,1.464894731,1.580085398
40,8,all,aho_corasick,5,93310.969000000,78526.937000000,93690.581500000,2.067943766,1.948350810,2.159813487
40,8,all,bndmq,5,4228.812000000,3969.184100000,6748.952700000,0.913129900,0.894088646,0.925791926
40,8,all,hash,5,1022.219000000,744.133900000,1165.038000000,2.204338231,2.174856593,2.240702366
40,8,first,aho_corasick,5,83808.844000000,77671.640400000,101717.649800000,1.717468161,1.665014624,1.799917313
40,8,first,bndmq,5,4146.469000000,4019.240400000,8888.637300000,0.756526641,0.725711292,0.766307029
40,8,first,hash,5,964.938000000,751.687300000,1051.552900000,1.720452836,1.675504326,1.933132132
40,16,all,aho_corasick,5,171508.750000000,155110.175400000,181616.574600000,2.151292969,2.098676649,2.214192145
40,16,all,bndmq,5,7103.250000000,6883.643800000,9496.393300000,1.609651301,1.585002232,1.632509108
40,16,all,hash,5,1341.875000000,1318.125000000,2043.206200000,2.199663861,2.181551607,2.248855392
40,16,first,aho_corasick,5,173322.312000000,155205.281200000,184674.681300000,1.644982341,1.634599783,1.705559260
40,16,first,bndmq,5,7465.812000000,6611.718300000,17427.943300000,1.248017963,1.229015452,1.299150435
40,16,first,hash,5,1302.438000000,1243.638000000,1913.118700000,1.647129392,1.628418059,1.659955441
40,32,all,aho_corasick,5,329784.000000000,292254.925000000,344311.412500000,2.211547328,2.131641847,2.237315485
40,32,all,bndmq,5,13560.250000000,10605.312500000,16711.162500000,2.975913713,2.946866361,3.000921681
40,32,all,hash,5,2741.500000000,2365.012500000,3191.437500000,2.229169297,2.166565558,2.393907445
40,32,first,aho_corasick,5,321981.875000000,294020.387500000,381911.587500000,1.669170287,1.663257205,1.688577963
40,32,first,bndmq,5,11499.000000000,11136.387500000,23936.550000000,2.376106791,2.348255173,2.471413731
40,32,first,hash,5,2464.750000000,2277.912500000,3349.750000000,1.743513992,1.661818952,1.770948095
40,64,all,aho_corasick,5,614220.750000000,599181.950000000,701192.800000000,2.256538508,2.203391469,2.275440237
40,64,all,bndmq,5,39005.500000000,29544.475000000,49933.800000000,5.785525986,5.762020903,5.884659863
40,64,all,hash,5,4275.500000000,3952.300000000,5705.925000000,2.262836207,2.210520026,2.314565435
40,64,first,aho_corasick,5,646536.250000000,599369.300000000,706780.200000000,1.771377749,1.748195287,1.819182727
40,64,first,bndmq,5,31656.500000000,31123.275000000,40190.750000000,4.492247292,4.381198830,4.534014472
40,64,first,hash,5,4278.000000000,3911.525000000,5850.200000000,1.717980986,1.677238345,1.751353684
40,128,all,aho_corasick,5,1432198.000000000,1244641.850000000,1450549.650000000,2.395683699,2.379628679,2.467561424
40,128,all,bndmq,5,64650.500000000,58851.350000000,166099.800000000,11.708529723,11.524951268,11.973484004
40,128,all,hash,5,8756.500000000,7643.000000000,11614.150000000,2.354481251,2.335367512,2.420870032
40,128,first,aho_corasick,5,1239868.500000000,1206942.600000000,1380310.300000000,1.974708521,1.919494485,2.009130438
40,128,first,bndmq,5,72630.000000000,60494.100000000,78359.050000000,8.892820614,8.852846848,9.006726359
40,128,first,hash,5,10178.500000000,9678.600000000,11465.350000000,1.859346621,1.812107838,2.083919370
40,256,all,aho_corasick,5,2682845.000000000,2536317.000000000,3084727.600000000,3.014336651,2.772648302,3.073333441
40,256,all,hash,5,16140.000000000,12864.900000000,18857.000000000,2.335019210,2.313292266,2.362012573
40,256,first,aho_corasick,5,2486418.000000000,2476531.400000000,2692434.900000000,2.434432791,2.359311189,2.530702149
40,256,first,bndmq,5,37040.000000000,30280.200000000,136976.800000000,17.188245854,16.971877399,17.358011135
40,256,first,hash,5,17523.000000000,13524.300000000,22053.400000000,1.684444131,1.657367885,1.749887417
40,1000,all,aho_corasick,5,11424203.000000000,11340599.600000000,12150898.100000000,4.352791884,4.306085047,4.394708633
40,1000,all,hash,5,52068.000000000,43182.600000000,87137.400000000,2.318463613,2.261706799,2.362231392
40,1000,first,aho_corasick,5,11455421.000000000,11237163.500000000,12354576.000000000,3.437661405,3.428584407,3.531852105
40,1000,first,hash,5,42961.000000000,42577.000000000,72776.700000000,1.748549303,1.716617456,1.774420696
40,10000,all,aho_corasick,5,138241195.000000000,125953946.799999997,143610886.300000012,10.435422639,10.341170611,11.268051285
40,10000,all,hash,5,532704.000000000,397815.600000000,1152318.100000000,2.854369611,2.805733563,2.925903387
40,10000,first,aho_corasick,5,132813886.000000000,127244166.800000012,153687096.500000000,8.139050152,7.732688230,8.450316927
40,10000,first,hash,5,391180.000000000,386409.300000000,676963.800000000,2.129418171,2.018714922,2.227196157
40,100000,all,hash,5,4935870.000000000,4262707.400000000,6714001.800000000,5.136526837,5.100540582,5.684795376
40,100000,first,hash,5,5277887.000000000,4277401.300000000,6188937.800000000,4.054075692,3.812357094,4.227368366
40,1000000,all,hash,5,76215814.000000000,73137817.799999997,102734216.500000000,6.506585827,6.311020302,6.785376270
40,1000000,first,hash,5,73285129.000000000,71374929.599999994,81708394.200000003,5.401191278,5.367013755,5.589725733
48,1,all,aho_corasick,5,18497.328000000,18258.377800000,20800.088700000,1.019785347,0.992520510,1.023563234
48,1,all,bndmq,5,711.953000000,566.209700000,1062.654700000,0.269345694,0.262476104,0.273794456
48,1,all,hash,5,348.156000000,335.532400000,414.809700000,1.833679349,1.790177444,1.908131336
48,1,first,aho_corasick,5,21826.719000000,18225.594900000,26672.149600000,0.554730704,0.534270723,0.568790773
48,1,first,bndmq,5,722.125000000,685.332700000,1002.579800000,0.295101547,0.294269834,0.298862867
48,1,first,hash,5,391.984000000,345.426600000,476.068800000,1.334319227,1.309147080,1.418858939
48,2,all,aho_corasick,5,30658.750000000,28089.594100000,31797.718500000,5.818807573,5.744095372,5.890528400
48,2,all,bndmq,5,1329.969000000,1285.362800000,1711.484800000,0.348590610,0.342031849,0.353668321
48,2,all,hash,5,331.094000000,327.171900000,539.299700000,1.941660267,1.902541128,1.957222676
48,2,first,aho_corasick,5,37265.922000000,29867.618700000,49007.512600000,4.823310606,4.398539117,6.113593576
48,2,first,bndmq,5,1352.062000000,1242.001800000,1706.879400000,0.341474311,0.329795799,0.342863545
48,2,first,hash,5,376.797000000,356.252900000,502.146800000,1.414398597,1.406764424,1.420181799
48,4,all,aho_corasick,5,58444.500000000,50810.013900000,65798.912500000,2.079994621,2.030072643,2.093437665
48,4,all,bndmq,5,2228.844000000,2190.535800000,6816.886400000,0.503215178,0.481765201,0.512179101
48,4,all,hash,5,544.766000000,512.004600000,697.912700000,2.016496118,1.934645028,2.198491357
48,4,first,aho_corasick,5,50383.531000000,48284.753400000,69069.985700000,1.653435350,1.642982377,1.658579414
48,4,first,bndmq,5,2577.781000000,2316.970100000,8960.354800000,0.446328210,0.437019358,0.462862545
48,4,first,hash,5,576.391000000,545.234600000,1036.607500000,1.539985562,1.494402930,1.588491458
48,8,all,aho_corasick,5,98598.656000000,89790.427900000,106312.412700000,2.169154627,2.032112399,2.192656303
48,8,all,bndmq,5,4182.812000000,3980.202900000,9150.349800000,0.785298050,0.738684374,0.789418055
48,8,all,hash,5,815.594000000,747.469000000,1095.224800000,2.256940558,2.217037458,2.293019624
48,8,first,aho_corasick,5,96216.375000000,94151.662300000,101431.388000000,1.701200512,1.658445356,1.726669226
48,8,first,bndmq,5,4095.438000000,3974.759100000,5241.494000000,0.654526455,0.653944575,0.673540410
48,8,first,hash,5,1146.500000000,882.168800000,1203.458900000,1.935054808,1.674751041,1.965286586
48,16,all,aho_corasick,5,204417.250000000,176013.468700000,207678.668700000,2.183730101,2.079814237,2.202150376
48,16,all,bndmq,5,7827.812000000,7028.062500000,9069.550400000,1.297145221,1.277098909,1.324310435
48,16,all,hash,5,1936.125000000,1423.063000000,2206.487500000,2.199032161,2.131492597,2.218408663
48,16,first,aho_corasick,5,189029.500000000,183808.880800000,214874.543700000,1.724234025,1.689136421,1.756658710
48,16,first,bndmq,5,8098.250000000,6864.937500000,33554.106200000,1.086260700,1.079341744,1.128408319
48,16,first,hash,5,1839.062000000,1318.400000000,2026.093300000,1.630741296,1.617555152,1.639683413
48,32,all,aho_corasick,5,380472.375000000,351853.537500000,471954.262500000,2.136224080,2.123705259,2.172728297
48,32,all,bndmq,5,14261.750000000,11529.512500000,20073.725000000,2.382594729,2.346106344,2.414526251
48,32,all,hash,5,3078.250000000,2618.162500000,3672.200000000,2.198041496,2.138712038,2.259965666
48,32,first,aho_corasick,5,409300.250000000,353278.962500000,495048.362500000,1.802984516,1.778705319,1.837715798
48,32,first,bndmq,5,13436.375000000,10712.162500000,67198.550000000,1.973633841,1.958985479,2.033037503
48,32,first,hash,5,3221.125000000,2743.975000000,4541.700000000,1.705387847,1.655869878,1.746481374
48,64,all,aho_corasick,5,814091.500000000,735754.275000000,896132.525000000,2.262657429,2.230990062,2.297148895
48,64,all,bndmq,5,32443.000000000,31263.625000000,43725.825000000,4.541219690,4.497307863,4.676785936
48,64,all,hash,5,4643.750000000,4354.775000000,6535.900000000,2.226772856,2.162357362,2.335213973
48,64,first,aho_corasick,5,799741.750000000,732013.000000000,863467.200000000,1.860664895,1.769037649,1.880615954
48,64,first,bndmq,5,43233.250000000,32327.450000000,46174.450000000,3.716135341,3.620599688,3.907972355
48,64,first,hash,5,4799.000000000,4677.250000000,9472.250000000,1.687911777,1.658881988,1.727608547
48,128,all,aho_corasick,5,1716617.500000000,1628012.250000000,1745048.500000000,2.495084880,2.439382618,2.584254285
48,128,all,bndmq,5,61449.500000000,59972.750000000,78059.250000000,9.406028498,9.383750475,9.501345953
48,128,all,hash,5,8776.500000000,8344.550000000,12209.650000000,2.276996816,2.239650916,2.320154260
48,128,first,aho_corasick,5,1571075.500000000,1493247.800000000,1611375.750000000,2.044322531,2.017171901,2.110642983
48,128,first,bndmq,5,71073.000000000,68531.800000000,87334.350000000,7.215884968,7.002224632,7.970055556
48,128,first,hash,5,9838.000000000,8191.100000000,13428.100000000,1.809425601,1.754245187,1.813206704
48,256,all,aho_corasick,5,3699091.000000000,3137948.200000000,4162526.100000000,3.060719739,2.763630532,3.110723609
48,256,all,bndmq,5,34604.000000000,34437.000000000,140320.400000000,19.178374413,19.136750773,19.372351423
48,256,all,hash,5,15750.000000000,15050.100000000,24414.100000000,2.306853846,2.248917475,2.358601684
48,256,first,aho_corasick,5,3071429.000000000,2964054.100000000,3890088.600000000,2.611333507,2.535569518,2.674833499
48,256,first,bndmq,5,39704.000000000,32211.400000000,147558.900000000,13.635451199,13.481219289,14.358553003
48,256,first,hash,5,16331.000000000,15699.000000000,25457.700000000,1.638479103,1.618881388,1.674749657
48,1000,all,aho_corasick,5,13938134.000000000,13478404.200000001,15211223.100000000,4.178788512,4.159758745,4.264737908
48,1000,all,hash,5,49062.000000000,48555.900000000,92954.500000000,2.160816168,2.152745983,2.336648388
48,1000,first,aho_corasick,5,14349991.000000000,13938424.300000001,16189055.299999999,3.556408997,3.529408281,3.604123477
48,1000,first,hash,5,54181.000000000,49092.100000000,120675.300000000,1.782764074,1.674125867,1.849625963
48,10000,all,aho_corasick,5,162007733.000000000,157306644.400000006,178050103.300000012,10.122360975,9.784419572,10.468247423
48,10000,all,hash,5,646515.000000000,637226.100000000,862216.500000000,2.562447185,2.499111974,2.588393183
48,10000,first,aho_corasick,5,165289939.000000000,159651659.199999988,184010773.799999982,8.301319317,8.147668035,8.936340070
48,10000,first,hash,5,656044.000000000,630845.800000000,820325.900000000,2.022783384,1.952391738,2.061156269
48,100000,all,hash,5,6409788.000000000,5131529.600000001,6749851.500000000,4.938312373,4.669993169,5.759357515
48,100000,first,hash,5,5551667.000000000,5058302.100000000,7546788.800000000,3.858978732,3.669676198,4.001450696
48,1000000,all,hash,5,85901590.000000000,78515760.400000006,102981999.799999997,5.977085996,5.828956852,6.119373421
48,1000000,first,hash,5,82897334.000000000,79940617.400000006,117207328.699999988,5.178071444,5.014804104,5.226808763
64,1,all,aho_corasick,5,21377.688000000,21191.862400000,26448.725300000,1.045424566,1.025079795,1.094859457
64,1,all,bndmq,5,814.172000000,792.985800000,1156.582800000,0.282000884,0.271908315,0.327314489
64,1,all,hash,5,398.391000000,362.876500000,503.398000000,1.736171790,1.673577229,1.807554601
64,1,first,aho_corasick,5,22862.031000000,21246.856700000,25801.331100000,0.506339349,0.500807201,0.527862697
64,1,first,bndmq,5,911.234000000,865.268900000,1641.209400000,0.308593390,0.300386610,0.344797486
64,1,first,hash,5,381.344000000,351.287200000,525.906400000,1.302791213,1.292788944,1.406639004
64,2,all,aho_corasick,5,38017.484000000,35462.460700000,44380.307700000,5.207134147,5.193585096,5.352582042
64,2,all,bndmq,5,1392.438000000,1331.332800000,1833.735900000,0.334536969,0.326118587,0.338399309
64,2,all,hash,5,503.438000000,408.543300000,524.079800000,1.733116141,1.728829624,1.789125651
64,2,first,aho_corasick,5,45308.594000000,35610.228000000,49095.375400000,4.368677109,4.353903810,4.388660646
64,2,first,bndmq,5,1423.922000000,1371.383100000,1949.525100000,0.363719804,0.353767824,0.371739007
64,2,first,hash,5,466.969000000,411.942100000,533.257900000,1.435017908,1.370396043,1.471320720
64,4,all,aho_corasick,5,67726.516000000,62827.257900000,75970.710500000,2.128912999,2.057486199,2.191099438
64,4,all,bndmq,5,2382.875000000,2330.210700000,2979.228200000,0.441987096,0.424489784,0.460258537
64,4,all,hash,5,656.859000000,594.079300000,777.790300000,1.862806141,1.826359374,1.904947655
64,4,first,aho_corasick,5,68087.844000000,64280.886200000,79597.945200000,1.779504363,1.736501791,1.803153645
64,4,first,bndmq,5,2339.828000000,2260.847100000,5294.814300000,0.440671814,0.431198460,0.456641652
64,4,first,hash,5,671.406000000,617.907700000,869.279800000,1.508955304,1.496319833,1.546483989
64,8,all,aho_corasick,5,124613.438000000,119998.512700000,149441.346700000,2.105402447,2.059258130,2.265215808
64,8,all,bndmq,5,5549.719000000,4183.853400000,6717.840600000,0.651048606,0.644909187,0.659197231
64,8,all,hash,5,1113.938000000,991.559100000,1349.859800000,2.084476477,2.055798223,2.141836658
64,8,first,aho_corasick,5,127473.125000000,117020.908900000,156807.896600000,1.709321982,1.675906768,1.716819252
64,8,first,bndmq,5,4921.031000000,4202.072300000,5347.875000000,0.587143581,0.570223803,0.594526638
64,8,first,hash,5,984.625000000,976.778300000,1538.137700000,1.586127784,1.566777154,1.657424151
64,16,all,aho_corasick,5,257846.625000000,242840.543800000,270758.199600000,2.130719317,2.057659113,2.151520085
64,16,all,bndmq,5,7296.750000000,7128.568300000,12420.250000000,1.041150733,1.022077392,1.072713180
64,16,all,hash,5,1920.438000000,1711.200400000,2536.974600000,2.099132468,2.068719260,2.110335124
64,16,first,aho_corasick,5,243756.625000000,232958.118300000,284308.237500000,1.722462971,1.711848976,1.739183981
64,16,first,bndmq,5,7491.438000000,7113.506200000,17091.387000000,0.926179722,0.886126168,0.960588800
64,16,first,hash,5,1820.250000000,1727.443700000,2565.837500000,1.568758430,1.557182864,1.612373516
64,32,all,aho_corasick,5,531541.750000000,486158.312500000,564839.400000000,2.251078421,2.191077237,2.261876561
64,32,all,bndmq,5,11407.500000000,11309.750000000,17596.225000000,1.840799884,1.822870297,1.864726649
64,32,all,hash,5,3231.125000000,3183.862500000,5132.925000000,2.047478910,2.038630159,2.086992604
64,32,first,aho_corasick,5,516106.500000000,499215.850000000,565184.537500000,1.768595681,1.733768025,1.788637505
64,32,first,bndmq,5,15276.125000000,12867.675000000,32206.325000000,1.604753382,1.524448972,1.614694502
64,32,first,hash,5,3320.000000000,3195.512500000,6668.200000000,1.596749246,1.571853515,1.614479068
64,64,all,aho_corasick,5,981273.000000000,944849.475000000,1109857.100000000,2.351001362,2.312361851,2.361098162
64,64,all,bndmq,5,33252.000000000,31179.650000000,44367.975000000,3.369083037,3.288953969,3.396062740
64,64,all,hash,5,5707.750000000,5518.275000000,8027.300000000,2.074868921,2.053421655,2.096189735
64,64,first,aho_corasick,5,1041450.750000000,939517.950000000,1142441.425000000,1.895424827,1.836722016,1.930208476
64,64,first,bndmq,5,32315.500000000,31126.450000000,47127.025000000,2.659412515,2.616409319,2.727318289
64,64,first,hash,5,5710.750000000,5639.250000000,8210.700000000,1.572662909,1.528017077,1.605496227
64,128,all,aho_corasick,5,2088396.000000000,1938247.350000000,2507501.750000000,2.631059908,2.476379886,2.643211003
64,128,all,bndmq,5,63293.000000000,62422.600000000,83721.900000000,6.714289231,6.587358172,6.911146812
64,128,all,hash,5,10394.500000000,10048.050000000,14626.300000000,2.018579913,1.984800885,2.036341583
64,128,first,aho_corasick,5,2003688.000000000,1989161.750000000,2085512.050000000,2.182173686,2.140363448,2.244914007
64,128,first,bndmq,5,62246.500000000,58102.650000000,113757.700000000,4.895805718,4.885076091,4.963932807
64,128,first,hash,5,10760.000000000,10142.550000000,15028.700000000,1.566706977,1.548528930,1.583675153
64,256,all,aho_corasick,5,6309411.000000000,3961196.100000000,8627286.800000001,4.013970042,3.350782501,5.454845225
64,256,all,bndmq,5,34896.000000000,33263.200000000,152556.300000000,13.388160474,13.292904282,13.456711041
64,256,all,hash,5,20247.000000000,19518.000000000,26300.600000000,1.993979462,1.960992297,2.015522439
64,256,first,aho_corasick,5,4108946.000000000,3768359.100000000,4784427.900000000,2.686420437,2.664537233,2.823490395
64,256,first,bndmq,5,35647.000000000,33846.100000000,271637.100000000,9.735232790,9.621496654,9.810624725
64,256,first,hash,5,24256.000000000,19886.100000000,29965.400000000,1.562294455,1.545546670,1.600799702
64,1000,all,aho_corasick,5,19237430.000000000,17080402.199999999,20841641.600000001,4.274069792,4.206483299,4.303727994
64,1000,all,hash,5,67506.000000000,66190.200000000,116416.000000000,2.030956268,1.995775359,2.043552928
64,1000,first,aho_corasick,5,19428569.000000000,17453169.100000001,21355279.600000001,3.569415301,3.509321771,3.584360834
64,1000,first,hash,5,71463.000000000,67424.100000000,117715.500000000,1.544183852,1.522610611,1.588384647
64,10000,all,aho_corasick,5,242907848.000000000,229045614.099999994,245795590.800000012,10.941122048,10.650354605,11.363915781
64,10000,all,hash,5,897454.000000000,869525.400000000,1050330.600000000,2.375275259,2.364734151,2.405126016
64,10000,first,aho_corasick,5,239503637.000000000,226678486.700000018,254244443.000000000,9.022980634,8.714330161,9.175755621
64,10000,first,hash,5,896803.000000000,864571.500000000,975237.600000000,1.919022362,1.832719131,1.962854382
64,100000,all,hash,5,7373094.000000000,7228814.600000001,9630218.100000000,4.544943640,4.405971603,4.850328976
64,100000,first,hash,5,7508706.000000000,6887375.600000001,11017503.100000000,3.475783598,3.276680413,3.577563287
64,1000000,all,hash,5,105684253.000000000,102511058.700000003,115094259.099999994,5.585804278,5.495108436,5.689269245
64,1000000,first,hash,5,109959698.000000000,99336885.700000003,141987030.699999988,4.771089318,4.737491512,4.838663787
80,1,all,aho_corasick,5,26066.453000000,24956.942100000,31243.427800000,1.137322663,1.125213805,1.158946111
80,1,all,hash,5,327.625000000,305.845000000,450.149700000,1.651600825,1.588347719,1.722410673
80,1,first,aho_corasick,5,26345.562000000,24418.734800000,28686.127000000,0.495409358,0.491050694,0.506375728
80,1,first,hash,5,328.578000000,319.765800000,479.123500000,1.327678247,1.299065231,1.363908033
80,2,all,aho_corasick,5,45654.547000000,41316.197100000,51841.057700000,5.048639154,4.970822599,5.097198516
80,2,all,hash,5,466.812000000,430.754900000,563.590700000,1.648310406,1.613355047,1.700403067
80,2,first,aho_corasick,5,48550.734000000,42371.132800000,60906.816700000,4.213494793,4.140317277,4.308624423
80,2,first,hash,5,496.562000000,415.632500000,672.640500000,1.337535715,1.302918561,1.380356787
80,4,all,aho_corasick,5,82065.750000000,79314.210600000,89591.491900000,2.111526075,2.100277120,2.161178895
80,4,all,hash,5,769.719000000,657.955000000,913.028000000,1.720159340,1.711144424,1.745867911
80,4,first,aho_corasick,5,85335.797000000,79575.814500000,90646.081400000,1.768180153,1.753286817,1.833180517
80,4,first,hash,5,752.344000000,642.756600000,930.423100000,1.416221664,1.365682694,1.431457986
80,8,all,aho_corasick,5,156210.500000000,155218.306000000,182170.315800000,2.052214419,2.020888666,2.130168287
80,8,all,hash,5,1304.625000000,1152.225400000,1505.243700000,1.878163149,1.863950661,1.906353258
80,8,first,aho_corasick,5,143175.875000000,141931.040400000,180053.412000000,1.848234946,1.827977836,1.871705268
80,8,first,hash,5,1136.781000000,1114.972100000,1494.512300000,1.529592663,1.521410299,1.575587353
80,16,all,aho_corasick,5,314381.500000000,298307.731700000,326791.368300000,2.164394239,2.082311417,2.166846456
80,16,all,hash,5,2269.875000000,2028.600000000,2911.488000000,1.913383522,1.897166845,1.948957962
80,16,first,aho_corasick,5,312773.188000000,298572.062500000,358126.368300000,1.855763726,1.851288318,1.918967548
80,16,first,hash,5,2321.188000000,1986.019200000,2634.199600000,1.513698112,1.478562789,1.531255635
80,32,all,aho_corasick,5,624627.750000000,610254.112500000,696918.012500000,2.162668989,2.159406030,2.273088101
80,32,all,hash,5,3629.250000000,3603.237500000,7332.375000000,1.847396641,1.840407013,1.893976164
80,32,first,aho_corasick,5,614012.875000000,587554.512500000,715663.137500000,1.830826203,1.788160474,1.847332025
80,32,first,hash,5,3740.625000000,3654.487500000,4719.162500000,1.525238008,1.514282204,1.561637924
80,64,all,aho_corasick,5,1342825.500000000,1250079.925000000,1351486.600000000,2.352116413,2.319169477,2.368843022
80,64,all,hash,5,6825.250000000,6413.550000000,9325.825000000,1.864705802,1.819033573,1.883121316
80,64,first,aho_corasick,5,1235439.750000000,1184894.425000000,1394820.025000000,1.932569969,1.871886893,1.973390870
80,64,first,hash,5,6860.250000000,6682.225000000,9319.825000000,1.489592553,1.480356241,1.519462195
80,128,all,aho_corasick,5,2523307.500000000,2432958.300000000,2705684.050000000,2.705047990,2.649375640,2.743534877
80,128,all,hash,5,15333.500000000,12722.950000000,17073.750000000,1.948600013,1.842764359,1.997906179
80,128,first,aho_corasick,5,2700243.000000000,2439240.550000000,2849638.200000000,2.389058472,2.252420614,2.439565369
80,128,first,hash,5,15910.000000000,12369.200000000,17623.200000000,1.533418583,1.494747887,1.654638369
80,256,all,aho_corasick,5,5740610.000000000,5655896.000000001,6014103.800000000,3.282891274,3.099649640,3.353360598
80,256,all,hash,5,24055.000000000,23860.300000000,35756.500000000,1.927285785,1.914515532,1.944175297
80,256,first,aho_corasick,5,5449766.000000000,5237559.000000000,5755455.100000000,2.733728563,2.673087651,2.857899014
80,256,first,hash,5,24475.000000000,24023.100000000,29649.000000000,1.528045574,1.511861903,1.565876127
80,1000,all,aho_corasick,5,23077116.000000000,21017552.900000002,24851471.699999999,4.185357789,4.133835849,4.333400381
80,1000,all,hash,5,84628.000000000,82387.100000000,114996.200000000,1.924157232,1.908392133,2.009153251
80,1000,first,aho_corasick,5,22336148.000000000,21815685.899999999,24030227.900000002,3.767139256,3.572591728,3.968369591
80,1000,first,hash,5,82705.000000000,82344.000000000,120508.200000000,1.513637743,1.495360953,1.543027608
80,10000,all,aho_corasick,5,296100112.000000000,288681443.399999976,321993052.699999988,11.687045196,11.329994088,11.990833481
80,10000,all,hash,5,1001870.000000000,821742.200000000,1239865.500000000,2.228296643,2.139009651,2.296937978
80,10000,first,aho_corasick,5,290944517.000000000,285686614.500000000,314228863.899999976,9.568076844,9.522422831,9.800607307
80,10000,first,hash,5,811354.000000000,807814.400000000,1137661.100000000,1.743069714,1.687669437,1.840054673
